,id,text,label,text_final
100,101,"['اغلق', 'ايجابيا', 'ومرتفعا', 'محقا', 'ارباح', 'ومستمرا', 'بالاتجاه', 'الصاعد', 'المدى', 'الطويل', 'الدعم', 'ومستوى', 'المقاومه', 'باقه', 'الخدمات', 'السوق', 'السعودي', 'الخاص']",1,"['اغلق', 'ايجاب', 'مرتفع', 'محق', 'ارباح', 'مستمر', 'اتجاه', 'صاعد', 'مدى', 'طويل', 'دعم', 'مستوى', 'مقاومه', 'باق', 'خدم', 'سوق', 'سعود', 'خاص']"
101,102,"['اغلق', 'ايجابيا', 'ومرتفعا', 'محقا', 'ارباح', 'ومستمرا', 'بالاتجاه', 'الصاعد', 'المدى', 'الطويل', 'الدعم', 'ومستوى', 'المقاومه', 'باقه', 'الخدمات', 'السوق', 'السعودي', 'الخاص']",1,"['اغلق', 'ايجاب', 'مرتفع', 'محق', 'ارباح', 'مستمر', 'اتجاه', 'صاعد', 'مدى', 'طويل', 'دعم', 'مستوى', 'مقاومه', 'باق', 'خدم', 'سوق', 'سعود', 'خاص']"
102,103,"['تبقى', 'لحظي', 'ايجابي', 'اعلى', 'واهم', 'رقم', 'له', 'ان', 'واصل', 'الارتداد', 'حول']",1,"['تبقى', 'لحظ', 'ايجاب', 'اعلى', 'واهم', 'رقم', 'له', 'واصل', 'ارتداد', 'حول']"
103,104,"['يسير', 'صاعد', 'المدى', 'الطويل', 'واليوم', 'انخفض', 'بسيط', 'خساره', 'ويعتبر', 'المطرقه', 'والسندان', 'بنطاق', 'قناه', 'سعريه', 'صاعده', 'الدعم', 'ومستوى', 'المقاومه']",0,"['يسير', 'صاعد', 'مدى', 'طويل', 'يوم', 'انخفض', 'سيط', 'خسار', 'يعتبر', 'مطرقه', 'سند', 'نطاق', 'قنا', 'سعر', 'صاعد', 'دعم', 'مستوى', 'مقاومه']"
104,105,"['يسير', 'متذبذب', 'عرضي', 'مستوى', 'الدعم', 'ومستوى', 'المقاومه', 'وبشكل', 'السهم', 'صاعد', 'المدى', 'الطويل', 'بحول', 'اله', 'واليوم', 'خسارته', 'باقه', 'الخدمات', 'السوق', 'السعودي', 'الخاص']",0,"['يسير', 'متذبذب', 'عرض', 'مستوى', 'دعم', 'مستوى', 'مقاومه', 'شكل', 'سهم', 'صاعد', 'مدى', 'طويل', 'حول', 'اله', 'يوم', 'خسار', 'باق', 'خدم', 'سوق', 'سعود', 'خاص']"
105,106,"['اخر', 'تحديث', 'باذن', 'اله', 'اغلق', 'القاب', 'والباقي', 'شمال', 'بعون', 'اله', 'والوقف', 'بكسر', 'واغلاق']",0,"['اخر', 'تحديث', 'باذ', 'اله', 'اغلق', 'قاب', 'باق', 'شمال', 'بعو', 'اله', 'وقف', 'كسر', 'واغلاق']"
106,107,"['يسير', 'عرضي', 'الدعم', 'والمقاومه', 'واغلق', 'خساره', 'وبشكل', 'يسير', 'هابطا', 'المدى', 'الطويل', 'باقه', 'الخدمات', 'السوق', 'السعودي', 'الخاص']",0,"['يسير', 'عرض', 'دعم', 'مقاوم', 'واغلق', 'خسار', 'شكل', 'يسير', 'هابط', 'مدى', 'طويل', 'باق', 'خدم', 'سوق', 'سعود', 'خاص']"
107,108,"['تحديث', 'لما', 'سبق', 'ذكره', 'نلاحظ', 'اقتراب', 'الراجحي', 'من', 'تحقيق', 'السيناريو', 'المرصود', 'ونقول', 'ان', 'شاء', 'اله', 'بدايه', 'خير', 'على']",1,"['تحديث', 'لما', 'سبق', 'ذكر', 'نلاحظ', 'اقتراب', 'راجح', 'من', 'تحقيق', 'سيناريو', 'مرصود', 'نقول', 'شاء', 'اله', 'بدا', 'خير', 'على']"
108,109,"['يسير', 'عرضي', 'الدعم', 'والمقاومه', 'واغلق', 'خساره', 'وبشكل', 'يسير', 'هابطا', 'المدى', 'الطويل', 'باقه', 'الخدمات', 'السوق', 'السعودي', 'الخاص']",0,"['يسير', 'عرض', 'دعم', 'مقاوم', 'واغلق', 'خسار', 'شكل', 'يسير', 'هابط', 'مدى', 'طويل', 'باق', 'خدم', 'سوق', 'سعود', 'خاص']"
109,110,"['يستهل', 'تعاملات', 'ارتفاعات', 'وموشره', 'يربح', 'نقط', 'مستهل', 'جلسه']",1,"['يستهل', 'تعامل', 'ارتفاع', 'موشر', 'يربح', 'نقط', 'مستهل', 'جلس']"
110,111,"['يستهل', 'تعاملات', 'ارتفاعات', 'وموشره', 'يربح', 'نقط', 'مستهل', 'جلسه']",1,"['يستهل', 'تعامل', 'ارتفاع', 'موشر', 'يربح', 'نقط', 'مستهل', 'جلس']"
111,112,"['يستهل', 'تعاملات', 'انخفاضات', 'وموشره', 'يخسر', 'نقط', 'مستهل', 'جلسه']",0,"['يستهل', 'تعامل', 'انخفاض', 'موشر', 'يخسر', 'نقط', 'مستهل', 'جلس']"
112,113,"['يستهل', 'تعاملات', 'انخفاضات', 'وموشره', 'يخسر', 'نقط', 'مستهل', 'جلسه']",0,"['يستهل', 'تعامل', 'انخفاض', 'موشر', 'يخسر', 'نقط', 'مستهل', 'جلس']"
113,114,"['يتراجع', 'ب', 'نقطه', 'وسط', 'تداولات', 'بلغت']",0,"['يتراجع', 'ب', 'نقط', 'وسط', 'تداول', 'بلغ']"
114,115,"['يتراجع', 'ب', 'ال', 'نقطه', 'وسط', 'تداولات', 'بلغت']",0,"['يتراجع', 'ب', 'نقط', 'وسط', 'تداول', 'بلغ']"
115,116,"['يتراجع', 'ب', 'نقطه', 'وسط', 'تداولات', 'بلغت']",0,"['يتراجع', 'ب', 'نقط', 'وسط', 'تداول', 'بلغ']"
116,117,"['يتراجع', 'باكثر', 'قرب', 'مستوى']",0,"['يتراجع', 'اكثر', 'قرب', 'مستوى']"
117,118,"['يتراجع', 'باكثر', 'قرب', 'مستوى', 'ال', 'بضغط', 'قطاع']",0,"['يتراجع', 'اكثر', 'قرب', 'مستوى', 'ضغط', 'قطاع']"
118,119,"['يغلق', 'تراجع', 'ب', 'بضغط', 'قطاعي', 'الخدمات', 'الاستهلاكيه', 'والسلع', 'الراسماليه']",0,"['يغلق', 'تراجع', 'ب', 'ضغط', 'قطاع', 'خدم', 'استهلاكيه', 'سلع', 'راسماليه']"
119,120,"['تصدر', 'سهم', 'تراجعات', 'اليوم', 'بنحو', 'عند', 'ريال', 'واغلق', 'سهم', 'عند', 'ريال', 'اذا', 'عندك', 'اصدقاء', 'متداولين', 'يمديك', 'ت', 'هم', 'ليستفيدو', 'من', 'الفتره', 'التجريبيه', 'لتوصيات']",1,"['تصدر', 'سهم', 'تراجع', 'يوم', 'بنح', 'عند', 'ريال', 'واغلق', 'سهم', 'عند', 'ريال', 'اذا', 'عند', 'اصدقاء', 'متداول', 'يمد', 'هم', 'يستفيد', 'من', 'فتره', 'تجريبيه', 'لتوص']"
120,121,"['توقعنا', 'بالشارت', 'كسر', 'ليكون', 'الموجه', 'واله', 'اعلم']",0,"['توقع', 'الشا', 'كسر', 'ليكو', 'موجه', 'وال', 'اعلم']"
121,122,"['خفضت', 'وكاله', 'لتصنيفات', 'الايتمانيه', 'درجه', 'تصنيف', 'شركه', 'من', 'الى', 'مع', 'نظره', 'مستقبليه', 'مستقره', 'اذا', 'كنت', 'خسران', 'في', 'يمدينا', 'التعويض', 'من', 'خلال', 'مضاربات', 'سريعه', 'و', 'عكسيه', 'عند', 'الاشتراك']",0,"['خفض', 'كال', 'تصنيف', 'ايتمانيه', 'درج', 'تصنيف', 'شرك', 'من', 'الى', 'مع', 'نظر', 'مستقبل', 'مستقر', 'اذا', 'كنت', 'خسرا', 'في', 'يمد', 'تعويض', 'من', 'خلال', 'مضارب', 'سريع', 'عكس', 'عند', 'اشتراك']"
122,123,"['القيمه', 'السوقيه', 'لاسهم', 'تراجع', 'الى', 'بنهايه', 'الاسبوع', 'الماضي', 'وملكيه', 'تشكل']",0,"['قيمه', 'سوقيه', 'لاس', 'تراجع', 'الى', 'نها', 'اسبوع', 'ماض', 'ومل', 'تشكل']"
123,124,"['سهم', 'ي', 'ادنى', 'سعر', 'اسبوع', 'ا', 'سوق', 'سعودى']",0,"['سهم', 'ي', 'ادنى', 'سعر', 'اسبوع', 'ا', 'سوق', 'سعودى']"
124,125,"['سهم', 'ي', 'اعلى', 'سعر', 'اسبوعا']",1,"['سهم', 'ي', 'اعلى', 'سعر', 'اسبوع']"
125,126,"['سهم', 'ي', 'ادنى', 'سعر', 'اسبوع', 'ا']",0,"['سهم', 'ي', 'ادنى', 'سعر', 'اسبوع', 'ا']"
126,127,"['سهم', 'ي', 'ادنى', 'سعر', 'اسبوع', 'ا']",0,"['سهم', 'ي', 'ادنى', 'سعر', 'اسبوع', 'ا']"
127,128,"['نمو', 'تراجع', 'ب', 'نقطه', 'وسط', 'تداولات', 'بلغت']",0,"['نمو', 'تراجع', 'ب', 'نقط', 'وسط', 'تداول', 'بلغ']"
128,129,"['نمو', 'يتراجع', 'ب', 'نقطه', 'وسط', 'تداولات', 'بلغت', 'الف']",0,"['نمو', 'يتراجع', 'ب', 'نقط', 'وسط', 'تداول', 'بلغ', 'الف']"
129,130,"['بدا', 'بالهبوط', 'والخروج', 'المنطقه', 'الامنه', 'يسير', 'عرضيا', 'وخسارته', 'ويكسر', 'الدعم', 'ويغلق', 'مستوى', 'لتحليلات', 'القادمه', 'واهداف', 'اسهمك', 'الحين', 'او', 'و', 'الحين']",0,"['بدا', 'هبوط', 'خروج', 'منطقه', 'امنه', 'يسير', 'عرض', 'خسار', 'يكسر', 'دعم', 'يغلق', 'مستوى', 'تحليل', 'قادمه', 'واهداف', 'اسهم', 'حين', 'حين']"
130,131,"['نماذج', 'فنيه', 'موجيه', 'سلبيه', 'التداول', 'الابتعاد', 'طيب']",0,"['نماذج', 'فن', 'موج', 'سلب', 'تداول', 'ابتعاد', 'طيب']"
131,132,"['اغلق', 'هالاسبوع', 'الترند', 'الصاعد', 'الاسبوعي', 'لعلم', 'الريسي', 'الترندات', 'المهمه', 'تاريخي', 'لوغارتمي', 'الشهري', 'يدافع', 'السلبيه', 'شهري', 'اعلى', 'ايجابي']",0,"['اغلق', 'هالاسبوع', 'ترند', 'صاعد', 'اسبوع', 'لعلم', 'ريس', 'ترند', 'مهمه', 'تاريخ', 'وغارتم', 'شهر', 'يدافع', 'سلبيه', 'شهر', 'اعلى', 'ايجاب']"
132,133,"['اغلاق', 'يفتح', 'صعود', 'و', 'نحتاج', 'الثبات', 'ثبت', 'نشوفه', 'كسرها', 'بنشوفه', 'ولو', 'كسرها', 'الوعد', 'عند']",1,"['اغلاق', 'يفتح', 'صعود', 'نحتاج', 'الثب', 'ثبت', 'نشوف', 'كسر', 'نشوف', 'ولو', 'كسر', 'وعد', 'عند']"
133,134,"['القاع', 'الريسي', 'كون', 'قيعان', 'صاعده', 'التوالي', 'وراح', 'نحل', 'حاليا', 'ونشوف', 'سيكون', 'قاع', 'اعلى', 'ام', 'لا', 'وماهي', 'الشروط', 'المهمه']",0,"['قاع', 'ريس', 'كون', 'قيعا', 'صاعد', 'توال', 'راح', 'نحل', 'حال', 'نشوف', 'سيكو', 'قاع', 'اعلى', 'ام', 'لا', 'وما', 'شروط', 'مهمه']"
134,135,"['خسر', 'المناطق', 'المهمه', 'ويقترب', 'لمنطقه', 'مهمه', 'وحساسه', 'رقميا', 'جدا', 'جدا', 'اغلاق', 'اسبوعي', 'ادناها', 'سلبي', 'وراح', 'يستهدف', 'مبديا', 'رقمي']",0,"['خسر', 'مناطق', 'مهمه', 'يقترب', 'منطق', 'مهم', 'حساس', 'رقم', 'جدا', 'جدا', 'اغلاق', 'اسبوع', 'ادن', 'سلب', 'راح', 'يستهدف', 'مبد', 'رقم']"
135,136,"['ادني', 'نزول', 'حاد', 'نقاط', 'مستوي', 'سي', 'الموشرات', 'الاقتصاديه', 'اسواق', 'العالمتفاعل', 'المحفزات', 'والموشرات', 'بستثناء', 'سوقنا', 'الاسف', 'يتم', 'تركيع', 'وانزال', 'اسعار', 'لاسوء']",0,"['ادن', 'نزول', 'حاد', 'نقاط', 'مستو', 'سي', 'موشر', 'اقتصاديه', 'اسواق', 'عالمتفاعل', 'محفز', 'موشر', 'ستثناء', 'سوق', 'اسف', 'يتم', 'تركيع', 'وانزال', 'اسعار', 'اسوء']"
136,137,"['مبارك', 'الاختراق', 'الثبات', 'اعلى', 'باذن', 'اله', 'هدف']",1,"['مبار', 'اختراق', 'الثب', 'اعلى', 'باذ', 'اله', 'هدف']"
137,138,"['ي', 'ادني', 'اغلاق', 'سنوي', 'نزول', 'حاد', 'وبعد', 'مستوي', 'سي', 'الموشرات', 'الاقتصاديه', 'اسواق', 'العالمتفاعل', 'المحفزات', 'والموشرات', 'الرقميه', 'بستثناء', 'سوقنا', 'الاسف', 'يتم', 'تركيع', 'وانزال', 'اسعار', 'تزل', 'لاسوء', 'وتسجيل', 'اسعار', 'وقيعان', 'سنويه', 'بتعمد', 'صانع', 'السوق']",0,"['ي', 'ادن', 'اغلاق', 'سنو', 'نزول', 'حاد', 'بعد', 'مستو', 'سي', 'موشر', 'اقتصاديه', 'اسواق', 'عالمتفاعل', 'محفز', 'موشر', 'رقميه', 'ستثناء', 'سوق', 'اسف', 'يتم', 'تركيع', 'وانزال', 'اسعار', 'تزل', 'اسوء', 'تسجيل', 'اسعار', 'قيع', 'سنو', 'تعمد', 'صانع', 'سوق']"
138,139,"['كسر', 'دعوم', 'التحول', 'لاجتياز', 'القمه', 'بقي', 'دعم', 'مضاربي', 'موجه', 'مضاربيه', 'لملامسه', 'باذن', 'اله', 'الاربعاء', 'اخضر']",1,"['كسر', 'دعوم', 'تحول', 'اجتياز', 'قمه', 'بق', 'دعم', 'مضارب', 'موج', 'مضارب', 'ملامس', 'باذ', 'اله', 'اربعاء', 'اخضر']"
139,140,"['كسر', 'الدعم', 'المزاد', 'اغلاق', 'بالسالب', 'نزول', 'مستوي', 'يعتبر', 'ادني', 'اغلاق', 'سنوي']",0,"['كسر', 'دعم', 'مزاد', 'اغلاق', 'سالب', 'نزول', 'مستو', 'يعتبر', 'ادن', 'اغلاق', 'سنو']"
140,141,"['وصل', 'لادني', 'توقعات', 'ارتداد', 'جيد', 'الحذر', 'مطلوب', 'تشير', 'التوقعات', 'حركه', 'عرضيه', 'المتوقع', 'منطقه', 'تجميع', 'لموجه', 'صاعده', 'يمكنا', 'استغلال', 'هذه', 'الحركه', 'مضاربات', 'سريعه', 'المتوقع', 'هذه', 'الحركه', 'العرضيه', 'مستويات']",1,"['وصل', 'لاد', 'توقع', 'ارتداد', 'جيد', 'حذر', 'مطلوب', 'تشير', 'توقع', 'حرك', 'عرض', 'متوقع', 'منطق', 'تجميع', 'لموج', 'صاعد', 'يمك', 'استغلال', 'هذه', 'حركه', 'مضارب', 'سريع', 'متوقع', 'هذه', 'حركه', 'عرضيه', 'مستو']"
141,142,"['ي', 'بجلسه', 'الادنى', 'سنوي', 'مستوى', 'ويخسراثناء', 'نقطه', 'يرتد', 'الموشر', 'وبعد', 'الموشر', 'يقلص', 'الخساير', 'لعبه', 'قذره', 'تعودنا', 'يتعمد', 'تركيع', 'وانزال', 'الشركات', 'المدرجه', 'بمنصه', 'بالذات', 'الشركات', 'القياديه']",0,"['ي', 'جلس', 'ادنى', 'سنو', 'مستوى', 'يخسراثناء', 'نقط', 'يرتد', 'موشر', 'بعد', 'موشر', 'يقلص', 'خساير', 'لعب', 'قذر', 'تعود', 'يتعمد', 'تركيع', 'وانزال', 'شرك', 'مدرجه', 'منص', 'الذ', 'شرك', 'قياديه']"
142,143,"['ي', 'بجلسه', 'الادنى', 'سنوي', 'مستوى', 'ويخسراثناء', 'نقطه', 'يرتد', 'الموشر', 'وبعد', 'الموشر', 'يقلص', 'الخساير', 'لعبه', 'قذره', 'تعودنا', 'يتعمد', 'تركيع', 'وانزال', 'الشركات', 'المدرجه', 'بمنصه', 'وبالذات', 'الشركات', 'القياديه']",0,"['ي', 'جلس', 'ادنى', 'سنو', 'مستوى', 'يخسراثناء', 'نقط', 'يرتد', 'موشر', 'بعد', 'موشر', 'يقلص', 'خساير', 'لعب', 'قذر', 'تعود', 'يتعمد', 'تركيع', 'وانزال', 'شرك', 'مدرجه', 'منص', 'الذ', 'شرك', 'قياديه']"
143,144,"['لتامين', 'انخفض', 'وخسارته', 'ويستسلم', 'لضغط', 'السلبي', 'الدعم', 'ومستوى', 'المقاومه', 'باقه', 'الخدمات', 'السوق', 'السعودي', 'الخاص']",0,"['لتام', 'انخفض', 'خسار', 'يستسلم', 'لضغط', 'سلب', 'دعم', 'مستوى', 'مقاومه', 'باق', 'خدم', 'سوق', 'سعود', 'خاص']"
144,145,"['لتامين', 'انخفض', 'وخسارته', 'ويستسلم', 'لضغط', 'السلبي', 'الدعم', 'ومستوى', 'المقاومه', 'باقه', 'الخدمات', 'السوق', 'السعودي', 'الخاص']",0,"['لتام', 'انخفض', 'خسار', 'يستسلم', 'لضغط', 'سلب', 'دعم', 'مستوى', 'مقاومه', 'باق', 'خدم', 'سوق', 'سعود', 'خاص']"
145,146,"['تحق', 'ربح', 'لربع', 'الثالث', 'وارباح', 'فتره', 'ال', 'اشهر', 'العام', 'الارباح', 'ارتفعت', 'مقارنه', 'بالربع', 'والماثل', 'وت', 'ايرادات', 'بمقدار', 'لربع', 'الثالث']",1,"['تحق', 'ربح', 'لربع', 'ثالث', 'وارباح', 'فتر', 'اشهر', 'عام', 'ارباح', 'ارتفع', 'مقار', 'ربع', 'ماثل', 'وت', 'ايراد', 'مقدار', 'لربع', 'ثالث']"
146,147,"['اغلق', 'ايجابي', 'محقا', 'ارباح', 'طفيفه', 'اتجاه', 'عرضي', 'مايل', 'لهبوط', 'الضغوط', 'السلبيه', 'السهم', 'الدعم', 'ومستوى', 'المقاومه', 'لتحليلات', 'واهداف', 'اسهمك', 'الحين', 'او', 'و', 'الحين']",1,"['اغلق', 'ايجاب', 'محق', 'ارباح', 'طفيف', 'اتج', 'عرض', 'مايل', 'هبوط', 'ضغوط', 'سلبيه', 'سهم', 'دعم', 'مستوى', 'مقاومه', 'تحليل', 'واهداف', 'اسهم', 'حين', 'حين']"
147,148,"['اغلق', 'موشر', 'سوق', 'الاسهم', 'السعوديه', 'منخفضا', 'مستوى', 'بتداولات', 'بلغت', 'قيمتها', 'اكثر', 'اغلق', 'موشر', 'سوق', 'الاسهم', 'الموازيه', 'نمو', 'منخفضا', 'مستوى', 'بتداولات', 'بلغت', 'ملاين']",0,"['اغلق', 'موشر', 'سوق', 'اسهم', 'سعوديه', 'منخفض', 'مستوى', 'تداول', 'بلغ', 'قيم', 'اكثر', 'اغلق', 'موشر', 'سوق', 'اسهم', 'موازيه', 'نمو', 'منخفض', 'مستوى', 'تداول', 'بلغ', 'ملا']"
148,149,"['اغلق', 'ايجابيا', 'محقا', 'ارباح', 'محاولا', 'التخلص', 'الشغط', 'السلبي', 'المتزايد', 'بالتداولات', 'الدعم', 'ومستوى', 'المقاومه', 'لتصلك', 'التحليلات', 'الاخبار', 'اضغط', 'التالي']",1,"['اغلق', 'ايجاب', 'محق', 'ارباح', 'محاول', 'تخلص', 'شغط', 'سلب', 'متزايد', 'تداول', 'دعم', 'مستوى', 'مقاومه', 'لتصل', 'تحليل', 'اخبار', 'اضغط', 'تال']"
149,150,"['السهم', 'صاعد', 'متذبذب', 'وايجابي', 'المدى', 'القصير', 'واليوم', 'خسارته', 'الدعم', 'والمقاومه', 'باقه', 'الخدمات', 'السوق', 'السعودي', 'الخاص']",0,"['سهم', 'صاعد', 'متذبذب', 'وايجاب', 'مدى', 'قصير', 'يوم', 'خسار', 'دعم', 'مقاوم', 'باق', 'خدم', 'سوق', 'سعود', 'خاص']"
150,151,"['في', 'سبتمبر', 'تحرك', 'بمدى', 'نقطه', 'واختم', 'الشهر', 'مرتفعا', 'ب', 'يبدا', 'السوق', 'ترقب', 'نتايج', 'لشركات', 'حق', 'السوق', 'في', 'الربع', 'الثالث']",1,"['في', 'سبتمبر', 'تحر', 'مدى', 'نقط', 'واختم', 'شهر', 'مرتفع', 'ب', 'يبد', 'سوق', 'ترقب', 'نتايج', 'لشرك', 'حق', 'سوق', 'في', 'ربع', 'ثالث']"
151,152,"['تحديث', 'بنك', 'الرياض', 'مكونات', 'تاسي', 'الثقيله', 'والموثره', 'الاتجاه', 'العام', 'متوقع', 'الهبوط', 'منطقه', 'ليحق', 'بخساره', 'موجيا', 'تساوى', 'موجات', 'التصحيح', 'الحاصل', 'الحظه', 'تاكيد', 'الصعود', 'اختراق']",0,"['تحديث', 'بنك', 'رياض', 'مكون', 'تاس', 'ثقيله', 'موثر', 'اتجاه', 'عام', 'متوقع', 'هبوط', 'منطق', 'ليحق', 'خسار', 'موج', 'تساوى', 'موج', 'تصحيح', 'حاصل', 'حظه', 'تاكيد', 'صعود', 'اختراق']"
152,153,"['في', 'سبتمبر', 'تحرك', 'بمدى', 'نقطه', 'واختم', 'الشهر', 'مرتفعا', 'ب', 'يبدا', 'السوق', 'ترقب', 'نتايج', 'لشركات', 'حق', 'السوق', 'في', 'الربع', 'الثالث', 'ارباح', 'ب', 'مليار', 'ريال', 'ايضا', 'حق', 'السوق', 'في', 'الربع', 'الثاني', 'ارباح', 'ب', 'مليار', 'ريال', 'من', 'الصعب', 'تحقيق', 'نمو', 'عن', 'الماثل', 'لكن', 'مهم', 'ان', 'نشهد', 'تحسن', 'عن', 'السابق']",1,"['في', 'سبتمبر', 'تحر', 'مدى', 'نقط', 'واختم', 'شهر', 'مرتفع', 'ب', 'يبد', 'سوق', 'ترقب', 'نتايج', 'لشرك', 'حق', 'سوق', 'في', 'ربع', 'ثالث', 'ارباح', 'ب', 'مليار', 'ريال', 'ايض', 'حق', 'سوق', 'في', 'ربع', 'ثان', 'ارباح', 'ب', 'مليار', 'ريال', 'من', 'صعب', 'تحقيق', 'نمو', 'عن', 'ماثل', 'لكن', 'مهم', 'نشهد', 'تحس', 'عن', 'سابق']"
153,154,"['فريم', 'شهري', 'يدعو', 'لتفاول', 'الاسهم', 'تصل', 'قيعان', 'متوقعه', 'الشهر', 'محفزات', 'اكتابات', 'مكن']",0,"['ريم', 'شهر', 'يدع', 'تفاول', 'اسهم', 'تصل', 'قيعا', 'متوقع', 'شهر', 'محفز', 'اكتاب', 'مكن']"
154,155,"['اغلق', 'الدعم', 'الحظي', 'الدعم', 'الحظي', 'الثالث']",0,"['اغلق', 'دعم', 'الحظ', 'دعم', 'الحظ', 'ثالث']"
155,156,"['هابط', 'نشهد', 'ارتفاع', 'اليومين', 'القادمه', 'تقريبا']",0,"['هابط', 'نشهد', 'ارتفاع', 'يوم', 'قادمه', 'تقريب']"
156,157,"['يغلق', 'النسبه', 'القصوي', 'الحمد', 'اله', 'السهم', 'حق', 'ارتفاع', 'بحدود']",1,"['يغلق', 'نسبه', 'قصو', 'حمد', 'اله', 'سهم', 'حق', 'ارتفاع', 'حدود']"
157,158,"['تحق', 'ادني', 'سعر', 'خفض', 'راس', 'المال', 'سبق', 'وتم', 'التحذير', 'السهم', 'المراهنات', 'خطره']",0,"['تحق', 'ادن', 'سعر', 'خفض', 'راس', 'مال', 'سبق', 'وتم', 'تحذير', 'سهم', 'مراهن', 'خطر']"
158,159,"['اغلاق', 'اسبوعي', 'جيد', 'وفيه', 'بصيص', 'امل']",0,"['اغلاق', 'اسبوع', 'جيد', 'وف', 'صيص', 'امل']"
159,160,"['الحمد', 'اله', 'تحقت', 'الاهداف', 'كامله']",1,"['حمد', 'اله', 'تحق', 'اهداف', 'كامل']"
160,161,"['اغلق', 'بصافي', 'سيوله', 'لا', 'يعد', 'اختراق', 'بالنسبه', 'لنقطه', 'لانها', 'كميات', 'التراجع', 'غدا', 'امر', 'وارد', 'جدا']",0,"['اغلق', 'صاف', 'سيول', 'لا', 'يعد', 'اختراق', 'نسبه', 'لنقط', 'لان', 'كم', 'تراجع', 'غدا', 'امر', 'وارد', 'جدا']"
161,162,"['تصدر', 'سهم', 'تراجعات', 'اليوم', 'بنحو', 'عند', 'ريال', 'واغلق', 'سهم', 'عند', 'ريال', 'اذا', 'عندك', 'اصدقاء', 'متداولين', 'يمديك', 'ت', 'هم', 'ليستفيدو', 'من', 'الفتره', 'التجريبيه', 'لتوصيات']",1,"['تصدر', 'سهم', 'تراجع', 'يوم', 'بنح', 'عند', 'ريال', 'واغلق', 'سهم', 'عند', 'ريال', 'اذا', 'عند', 'اصدقاء', 'متداول', 'يمد', 'هم', 'يستفيد', 'من', 'فتره', 'تجريبيه', 'لتوص']"
162,163,"['بصافي', 'سيوله', 'لصالح', 'الدخول', 'المقاومه', 'الدعم']",1,"['صاف', 'سيول', 'صالح', 'دخول', 'مقاومه', 'دعم']"
163,164,"['الحمد', 'اله', 'اغلاق', 'شهري', 'رايع']",1,"['حمد', 'اله', 'اغلاق', 'شهر', 'رايع']"
164,165,"['تجاوز', 'الارتفاع', 'يشارك', 'الحفله']",1,"['تجاوز', 'ارتفاع', 'يشار', 'حفله']"
165,166,"['ذلحين', 'يطلعون', 'المحلين', 'فلسفه', 'ومثل', 'ماتوقعت', 'راس', 'وكتفين', 'الشموع', 'مسكين', 'باع', 'اسهمه', 'النزول', 'قلنا', 'لا', 'تبيع', 'لا', 'لا', 'لا', 'تحايل', 'تحليل']",1,"['ذلح', 'يطلع', 'محل', 'لسف', 'مثل', 'ماتوقع', 'راس', 'كتف', 'شموع', 'مسك', 'باع', 'اسهم', 'نزول', 'قلن', 'لا', 'تبيع', 'لا', 'لا', 'لا', 'تحايل', 'تحليل']"
166,167,"['صافي', 'السيوله', 'لصالح', 'الدخول', 'المقاومه', 'اختراق', 'وثبات', 'نروح', 'نتابع', 'يخترق', 'والا', 'لا']",1,"['صاف', 'سيوله', 'صالح', 'دخول', 'مقاومه', 'اختراق', 'وثب', 'نروح', 'نتابع', 'يخترق', 'وال', 'لا']"
167,168,"['طبيعي', 'النزول', 'الحاصل', 'والهدف', 'تكوين', 'قاع', 'صاعد', 'اعلى', 'كحد', 'اقصى', 'شاء', 'اله', 'لاداعي', 'لبيع', 'العشواي']",0,"['طبيع', 'نزول', 'حاصل', 'هدف', 'تكو', 'قاع', 'صاعد', 'اعلى', 'كحد', 'اقصى', 'شاء', 'اله', 'اداع', 'لبيع', 'عشوا']"
168,169,"['لون', 'ملكي', 'لدخول', 'توكل', 'اله', 'ورزقك', 'السماء']",1,"['لون', 'ملك', 'دخول', 'توكل', 'اله', 'رزق', 'سماء']"
169,170,"['الكلام', 'اختراق', 'وثبات', 'المقاومه', 'التاليه']",1,"['كلام', 'اختراق', 'وثب', 'مقاومه', 'تاليه']"
170,171,"['وين', 'رايح', 'قيعان']",0,"['وين', 'رايح', 'قيعا']"
171,172,"['زين', 'باعو', 'الاخبار', 'ه']",1,"['زين', 'باع', 'اخبار', 'ه']"
172,173,"['يتراجع', 'مستهل', 'التداولات', 'مستوى']",0,"['يتراجع', 'مستهل', 'تداول', 'مستوى']"
173,174,"['يتراجع', 'مستهل', 'التداولات', 'مستوى']",0,"['يتراجع', 'مستهل', 'تداول', 'مستوى']"
174,175,"['يتراجع', 'الاولى', 'التداولات', 'مستوى']",0,"['يتراجع', 'اولى', 'تداول', 'مستوى']"
175,176,"['يرتفع', 'مستهل', 'التداولات', 'مستوى']",1,"['يرتفع', 'مستهل', 'تداول', 'مستوى']"
176,177,"['يعمق', 'خسايره', 'الى', 'منتصف', 'التداولات', 'مستوى']",0,"['يعمق', 'خساير', 'الى', 'منتصف', 'تداول', 'مستوى']"
177,178,"['يفقد', 'الاولى', 'التداولات', 'مستوى']",0,"['يفقد', 'اولى', 'تداول', 'مستوى']"
178,179,"['يقلص', 'خسايره', 'منتصف', 'التداولات', 'ويصل', 'الى', 'مستوى']",0,"['يقلص', 'خساير', 'منتصف', 'تداول', 'يصل', 'الى', 'مستوى']"
